prevalence_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,TP2,FP2,TN2,FN2,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,Accuracy,Precision,Sensitivity
0.5,0,0.9,0.19,0.6,0,10000,4930,5070,4930,5070,4424,4083,987,506,4424,4083,4424,4083,2283,7717,2283,7717,1610,5393,1337,167,2283,7717,2283,7717,1610,5393,2324,673,0.3934,0.22990147079822934,0.7052124397722295
0.5,0,0.9,0.19,0.7,0,10000,4930,5070,4930,5070,4398,4091,979,532,4398,4091,4398,4091,1826,8174,1826,8174,1161,5773,1422,133,1826,8174,1826,8174,1161,5773,2401,665,0.3562,0.1674358234785117,0.635815991237678
0.5,0,0.9,0.19,0.8,0,10000,4930,5070,4930,5070,4443,4108,962,487,4443,4108,4443,4108,1358,8642,1358,8642,787,6180,1500,84,1358,8642,1358,8642,787,6180,2462,571,0.3249,0.11296110233960098,0.5795287187039765
0.5,0,0.9,0.19,0.9,0,10000,4930,5070,4930,5070,4427,4092,978,503,4427,4092,4427,4092,953,9047,953,9047,408,6534,1535,42,953,9047,953,9047,408,6534,2513,545,0.2921,0.058772687986171135,0.4281217208814271
0.5,0,0.9,0.19,1.0,0,10000,4930,5070,4930,5070,4408,4130,940,522,4408,4130,4408,4130,522,9478,522,9478,0,6925,1613,0,522,9478,522,9478,0,6925,2553,522,0.2553,0.0,0.0
0.5,0,0.8944271909999159,0.2,0.0,0,10000,4930,5070,4930,5070,4436,4016,1054,494,4436,4016,4436,4016,4930,5070,4930,5070,3953,3207,809,483,4930,5070,4930,5070,3953,3207,1863,977,0.5816,0.5520949720670391,0.8018255578093306
0.5,0,0.8944271909999159,0.2,0.1,0,10000,4930,5070,4930,5070,4418,4082,988,512,4418,4082,4418,4082,4531,5469,4531,5469,3603,3548,933,416,4531,5469,4531,5469,3603,3548,1921,928,0.5524,0.5038456159977626,0.7951887000662106
0.5,0,0.8944271909999159,0.2,0.2,0,10000,4930,5070,4930,5070,4457,4053,1017,473,4457,4053,4457,4053,4046,5954,4046,5954,3208,3965,972,365,4046,5954,4046,5954,3208,3965,1989,838,0.5197,0.44723267809842465,0.7928818586258033
0.5,0,0.8944271909999159,0.2,0.3,0,10000,4930,5070,4930,5070,4377,4072,998,553,4377,4072,4377,4072,3611,6389,3611,6389,2700,4347,1044,358,3611,6389,3611,6389,2700,4347,2042,911,0.4742,0.3831417624521073,0.7477153143173636
0.5,0,0.8944271909999159,0.2,0.4,0,10000,4930,5070,4930,5070,4413,4019,1051,517,4413,4019,4413,4019,3137,6863,3137,6863,2344,4647,1165,276,3137,6863,3137,6863,2344,4647,2216,793,0.456,0.335288227721356,0.7472107108702583
0.5,0,0.8944271909999159,0.2,0.5,0,10000,4930,5070,4930,5070,4370,4043,1027,560,4370,4043,4370,4043,2757,7243,2757,7243,1975,4971,1245,222,2757,7243,2757,7243,1975,4971,2272,782,0.4247,0.2843363086668586,0.7163583605368153
0.5,0,0.8944271909999159,0.2,0.6,0,10000,4930,5070,4930,5070,4431,4012,1058,499,4431,4012,4431,4012,2269,7731,2269,7731,1568,5405,1268,202,2269,7731,2269,7731,1568,5405,2326,701,0.3894,0.22486734547540513,0.6910533274570295
0.5,0,0.8944271909999159,0.2,0.7,0,10000,4930,5070,4930,5070,4423,4084,986,507,4423,4084,4423,4084,1861,8139,1861,8139,1209,5716,1437,145,1861,8139,1861,8139,1209,5716,2423,652,0.3632,0.17458483754512635,0.6496507254164428
0.5,0,0.8944271909999159,0.2,0.8,0,10000,4930,5070,4930,5070,4355,4070,1000,575,4355,4070,4355,4070,1470,8530,1470,8530,808,6069,1461,87,1470,8530,1470,8530,808,6069,2461,662,0.3269,0.11749309291842373,0.5496598639455782
0.5,0,0.8944271909999159,0.2,0.9,0,10000,4930,5070,4930,5070,4395,4036,1034,535,4395,4036,4395,4036,997,9003,997,9003,403,6354,1615,59,997,9003,997,9003,403,6354,2649,594,0.3052,0.05964185289329584,0.40421263791374124
0.5,0,0.8944271909999159,0.2,1.0,0,10000,4930,5070,4930,5070,4406,4050,1020,524,4406,4050,4406,4050,524,9476,524,9476,0,6774,1682,0,524,9476,524,9476,0,6774,2702,524,0.2702,0.0,0.0
0.5,0,0.8888194417315589,0.21,0.0,0,10000,4930,5070,4930,5070,4394,4024,1046,536,4394,4024,4394,4024,4930,5070,4930,5070,3883,3191,833,511,4930,5070,4930,5070,3883,3191,1879,1047,0.5762,0.5489115069267742,0.7876267748478701
0.5,0,0.8888194417315589,0.21,0.1,0,10000,4930,5070,4930,5070,4384,3966,1104,546,4384,3966,4384,3966,4504,5496,4504,5496,3497,3473,919,461,4504,5496,4504,5496,3497,3473,2023,1007,0.552,0.5017216642754663,0.7764209591474245
0.5,0,0.8888194417315589,0.21,0.2,0,10000,4930,5070,4930,5070,4412,4006,1064,518,4412,4006,4412,4006,4058,5942,4058,5942,3161,3859,1019,379,4058,5942,4058,5942,3161,3859,2083,897,0.5244,0.45028490028490026,0.7789551503203549
0.5,0,0.8888194417315589,0.21,0.3,0,10000,4930,5070,4930,5070,4352,3996,1074,578,4352,3996,4352,3996,3585,6415,3585,6415,2666,4234,1107,341,3585,6415,3585,6415,2666,4234,2181,919,0.4847,0.3863768115942029,0.7436541143654114
0.5,0,0.8888194417315589,0.21,0.4,0,10000,4930,5070,4930,5070,4359,4035,1035,571,4359,4035,4359,4035,3158,6842,3158,6842,2283,4612,1195,304,3158,6842,3158,6842,2283,4612,2230,875,0.4513,0.3311094996374184,0.7229259024699176
0.5,0,0.8888194417315589,0.21,0.5,0,10000,4930,5070,4930,5070,4376,4052,1018,554,4376,4052,4376,4052,2732,7268,2732,7268,1968,4977,1273,210,2732,7268,2732,7268,1968,4977,2291,764,0.4259,0.2833693304535637,0.7203513909224012
0.5,0,0.8888194417315589,0.21,0.6,0,10000,4930,5070,4930,5070,4410,4036,1034,520,4410,4036,4410,4036,2245,7755,2245,7755,1555,5253,1468,170,2245,7755,2245,7755,1555,5253,2502,690,0.4057,0.22840775558166862,0.6926503340757239
0.5,0,0.8888194417315589,0.21,0.7,0,10000,4930,5070,4930,5070,4398,3955,1115,532,4398,3955,4398,3955,1858,8142,1858,8142,1177,5518,1509,149,1858,8142,1858,8142,1177,5518,2624,681,0.3801,0.17580283793876028,0.6334768568353067
0.5,0,0.8888194417315589,0.21,0.8,0,10000,4930,5070,4930,5070,4375,4005,1065,555,4375,4005,4375,4005,1454,8546,1454,8546,796,5852,1629,103,1454,8546,1454,8546,796,5852,2694,658,0.349,0.1197352587244284,0.547455295735901
0.5,0,0.8888194417315589,0.21,0.9,0,10000,4930,5070,4930,5070,4369,3969,1101,561,4369,3969,4369,3969,1016,8984,1016,8984,413,6236,1647,42,1016,8984,1016,8984,413,6236,2748,603,0.3161,0.06211460369980448,0.406496062992126
0.5,0,0.8888194417315589,0.21,1.0,0,10000,4930,5070,4930,5070,4363,4001,1069,567,4363,4001,4363,4001,567,9433,567,9433,0,6544,1820,0,567,9433,567,9433,0,6544,2889,567,0.2889,0.0,0.0
0.5,0,0.8831760866327847,0.22,0.0,0,10000,4930,5070,4930,5070,4380,3927,1143,550,4380,3927,4380,3927,4930,5070,4930,5070,3849,3079,848,531,4930,5070,4930,5070,3849,3079,1991,1081,0.584,0.5555715935334873,0.7807302231237323
0.5,0,0.8831760866327847,0.22,0.1,0,10000,4930,5070,4930,5070,4376,3919,1151,554,4376,3919,4376,3919,4498,5502,4498,5502,3496,3381,970,448,4498,5502,4498,5502,3496,3381,2121,1002,0.5617,0.5083612040133779,0.7772343263672743
0.5,0,0.8831760866327847,0.22,0.2,0,10000,4930,5070,4930,5070,4357,3959,1111,573,4357,3959,4357,3959,4093,5907,4093,5907,3134,3737,1059,386,4093,5907,4093,5907,3134,3737,2170,959,0.5304,0.45611992431960413,0.7656975323723431
0.5,0,0.8831760866327847,0.22,0.3,0,10000,4930,5070,4930,5070,4353,3942,1128,577,4353,3942,4353,3942,3631,6369,3631,6369,2697,4152,1089,357,3631,6369,3631,6369,2697,4152,2217,934,0.4914,0.3937801138852387,0.7427705866152575
0.5,0,0.8831760866327847,0.22,0.4,0,10000,4930,5070,4930,5070,4377,3982,1088,553,4377,3982,4377,3982,3140,6860,3140,6860,2283,4500,1272,304,3140,6860,3140,6860,2283,4500,2360,857,0.4643,0.3365767359575409,0.7270700636942675
0.5,0,0.8831760866327847,0.22,0.5,0,10000,4930,5070,4930,5070,4339,3951,1119,591,4339,3951,4339,3951,2711,7289,2711,7289,1877,4838,1332,243,2711,7289,2711,7289,1877,4838,2451,834,0.4328,0.2795234549516009,0.6923644411656216
0.5,0,0.8831760866327847,0.22,0.6,0,10000,4930,5070,4930,5070,4328,3941,1129,602,4328,3941,4328,3941,2318,7682,2318,7682,1506,5096,1457,210,2318,7682,2318,7682,1506,5096,2586,812,0.4092,0.22811269312329596,0.6496980155306299
0.5,0,0.8831760866327847,0.22,0.7,0,10000,4930,5070,4930,5070,4392,3958,1112,538,4392,3958,4392,3958,1829,8171,1829,8171,1143,5488,1571,148,1829,8171,1829,8171,1143,5488,2683,686,0.3826,0.1723721912230433,0.6249316566429743
0.5,0,0.8831760866327847,0.22,0.8,0,10000,4930,5070,4930,5070,4337,3959,1111,593,4337,3959,4337,3959,1445,8555,1445,8555,755,5859,1585,97,1445,8555,1445,8555,755,5859,2696,690,0.3451,0.11415179921378893,0.5224913494809689
0.5,0,0.8831760866327847,0.22,0.9,0,10000,4930,5070,4930,5070,4366,3939,1131,564,4366,3939,4366,3939,1003,8997,1003,8997,382,6086,1780,57,1003,8997,1003,8997,382,6086,2911,621,0.3293,0.059059987631416205,0.38085742771684944
0.5,0,0.8831760866327847,0.22,1.0,0,10000,4930,5070,4930,5070,4330,3918,1152,600,4330,3918,4330,3918,600,9400,600,9400,0,6451,1797,0,600,9400,600,9400,0,6451,2949,600,0.2949,0.0,0.0
0.5,0,0.8774964387392122,0.23,0.0,0,10000,4930,5070,4930,5070,4322,3943,1127,608,4322,3943,4322,3943,4930,5070,4930,5070,3795,3032,911,527,4930,5070,4930,5070,3795,3032,2038,1135,0.5833,0.555881060495093,0.7697768762677485
0.5,0,0.8774964387392122,0.23,0.1,0,10000,4930,5070,4930,5070,4330,3958,1112,600,4330,3958,4330,3958,4490,5510,4490,5510,3411,3400,998,479,4490,5510,4490,5510,3411,3400,2110,1079,0.5521,0.500807517251505,0.7596881959910913
0.5,0,0.8774964387392122,0.23,0.2,0,10000,4930,5070,4930,5070,4311,3918,1152,619,4311,3918,4311,3918,4052,5948,4052,5948,3060,3762,1034,373,4052,5948,4052,5948,3060,3762,2186,992,0.5246,0.44854881266490765,0.7551826258637709
0.5,0,0.8774964387392122,0.23,0.3,0,10000,4930,5070,4930,5070,4307,3899,1171,623,4307,3899,4307,3899,3646,6354,3646,6354,2636,3976,1207,387,3646,6354,3646,6354,2636,3976,2378,1010,0.5014,0.3986690865093769,0.7229840921557872
0.5,0,0.8774964387392122,0.23,0.4,0,10000,4930,5070,4930,5070,4343,3917,1153,587,4343,3917,4343,3917,3190,6810,3190,6810,2258,4385,1272,345,3190,6810,3190,6810,2258,4385,2425,932,0.4683,0.33990666867379193,0.7078369905956113
0.5,0,0.8774964387392122,0.23,0.5,0,10000,4930,5070,4930,5070,4338,3914,1156,592,4338,3914,4338,3914,2766,7234,2766,7234,1900,4581,1497,274,2766,7234,2766,7234,1900,4581,2653,866,0.4553,0.2931646350871779,0.6869125090383225
0.5,0,0.8774964387392122,0.23,0.6,0,10000,4930,5070,4930,5070,4367,3883,1187,563,4367,3883,4367,3883,2346,7654,2346,7654,1569,4998,1469,214,2346,7654,2346,7654,1569,4998,2656,777,0.4225,0.23892188213796253,0.6687979539641944
0.5,0,0.8774964387392122,0.23,0.7,0,10000,4930,5070,4930,5070,4352,3906,1164,578,4352,3906,4352,3906,1913,8087,1913,8087,1153,5294,1629,182,1913,8087,1913,8087,1153,5294,2793,760,0.3946,0.17884287265394758,0.6027182435964453
0.5,0,0.8774964387392122,0.23,0.8,0,10000,4930,5070,4930,5070,4316,3927,1143,614,4316,3927,4316,3927,1491,8509,1491,8509,776,5657,1709,101,1491,8509,1491,8509,776,5657,2852,715,0.3628,0.12062801181408363,0.5204560697518444
0.5,0,0.8774964387392122,0.23,0.9,0,10000,4930,5070,4930,5070,4309,3898,1172,621,4309,3898,4309,3898,1075,8925,1075,8925,393,5947,1806,61,1075,8925,1075,8925,393,5947,2978,682,0.3371,0.06198738170347003,0.3655813953488372
0.5,0,0.8774964387392122,0.23,1.0,0,10000,4930,5070,4930,5070,4322,3931,1139,608,4322,3931,4322,3931,608,9392,608,9392,0,6373,1880,0,608,9392,608,9392,0,6373,3019,608,0.3019,0.0,0.0
0.5,0,0.8717797887081347,0.24,0.0,0,10000,4930,5070,4930,5070,4339,3811,1259,591,4339,3811,4339,3811,4930,5070,4930,5070,3751,2907,904,588,4930,5070,4930,5070,3751,2907,2163,1179,0.5914,0.5633823971162512,0.7608519269776877
0.5,0,0.8717797887081347,0.24,0.1,0,10000,4930,5070,4930,5070,4313,3865,1205,617,4313,3865,4313,3865,4499,5501,4499,5501,3399,3259,1037,483,4499,5501,4499,5501,3399,3259,2242,1100,0.5641,0.5105136677680985,0.7555012224938875
0.5,0,0.8717797887081347,0.24,0.2,0,10000,4930,5070,4930,5070,4326,3847,1223,604,4326,3847,4326,3847,4015,5985,4015,5985,2999,3623,1139,412,4015,5985,4015,5985,2999,3623,2362,1016,0.5361,0.4528843249773482,0.7469489414694894
0.5,0,0.8717797887081347,0.24,0.3,0,10000,4930,5070,4930,5070,4309,3912,1158,621,4309,3912,4309,3912,3658,6342,3658,6342,2645,3966,1218,392,3658,6342,3658,6342,2645,3966,2376,1013,0.5021,0.40009075782786263,0.7230727173318754
0.5,0,0.8717797887081347,0.24,0.4,0,10000,4930,5070,4930,5070,4318,3859,1211,612,4318,3859,4318,3859,3168,6832,3168,6832,2189,4156,1465,367,3168,6832,3168,6832,2189,4156,2676,979,0.4865,0.3449960598896769,0.6909722222222222
0.5,0,0.8717797887081347,0.24,0.5,0,10000,4930,5070,4930,5070,4335,3905,1165,595,4335,3905,4335,3905,2717,7283,2717,7283,1848,4622,1496,274,2717,7283,2717,7283,1848,4622,2661,869,0.4509,0.2856259659969088,0.680161943319838
0.5,0,0.8717797887081347,0.24,0.6,0,10000,4930,5070,4930,5070,4361,3832,1238,569,4361,3832,4361,3832,2263,7737,2263,7737,1477,4932,1567,217,2263,7737,2263,7737,1477,4932,2805,786,0.4282,0.23045716960524262,0.652673442333186
0.5,0,0.8717797887081347,0.24,0.7,0,10000,4930,5070,4930,5070,4304,3849,1221,626,4304,3849,4304,3849,1929,8071,1929,8071,1129,5188,1662,174,1929,8071,1929,8071,1129,5188,2883,800,0.4012,0.17872407788507202,0.585277345775013
0.5,0,0.8717797887081347,0.24,0.8,0,10000,4930,5070,4930,5070,4309,3844,1226,621,4309,3844,4309,3844,1449,8551,1449,8551,727,5604,1721,101,1449,8551,1449,8551,727,5604,2947,722,0.3674,0.1148317801295214,0.5017253278122843
0.5,0,0.8717797887081347,0.24,0.9,0,10000,4930,5070,4930,5070,4333,3860,1210,597,4333,3860,4333,3860,1063,8937,1063,8937,394,5893,1834,72,1063,8937,1063,8937,394,5893,3044,669,0.3438,0.06266899952282488,0.37064910630291625
0.5,0,0.8717797887081347,0.24,1.0,0,10000,4930,5070,4930,5070,4307,3849,1221,623,4307,3849,4307,3849,623,9377,623,9377,0,6232,1924,0,623,9377,623,9377,0,6232,3145,623,0.3145,0.0,0.0
0.5,0,0.8660254037844386,0.25,0.0,0,10000,4930,5070,4930,5070,4280,3841,1229,650,4280,3841,4280,3841,4930,5070,4930,5070,3725,2901,940,555,4930,5070,4930,5070,3725,2901,2169,1205,0.5894,0.5621792936915183,0.755578093306288
0.5,0,0.8660254037844386,0.25,0.1,0,10000,4930,5070,4930,5070,4255,3814,1256,675,4255,3814,4255,3814,4517,5483,4517,5483,3312,3157,1070,530,4517,5483,4517,5483,3312,3157,2326,1205,0.5638,0.5119802133250889,0.7332300199247288
0.5,0,0.8660254037844386,0.25,0.2,0,10000,4930,5070,4930,5070,4287,3813,1257,643,4287,3813,4287,3813,4095,5905,4095,5905,2992,3479,1169,460,4095,5905,4095,5905,2992,3479,2426,1103,0.5418,0.46237057641786433,0.7306471306471306
0.5,0,0.8660254037844386,0.25,0.3,0,10000,4930,5070,4930,5070,4250,3865,1205,680,4250,3865,4250,3865,3704,6296,3704,6296,2654,3799,1292,370,3704,6296,3704,6296,2654,3799,2497,1050,0.5151,0.4112815744614908,0.7165226781857451
0.5,0,0.8660254037844386,0.25,0.4,0,10000,4930,5070,4930,5070,4274,3858,1212,656,4274,3858,4274,3858,3236,6764,3236,6764,2243,4159,1393,337,3236,6764,3236,6764,2243,4159,2605,993,0.4848,0.35035926273039675,0.6931396786155748
0.5,0,0.8660254037844386,0.25,0.5,0,10000,4930,5070,4930,5070,4232,3822,1248,698,4232,3822,4232,3822,2809,7191,2809,7191,1831,4449,1494,280,2809,7191,2809,7191,1831,4449,2742,978,0.4573,0.29156050955414015,0.6518333926664294
0.5,0,0.8660254037844386,0.25,0.6,0,10000,4930,5070,4930,5070,4267,3812,1258,663,4267,3812,4267,3812,2333,7667,2333,7667,1435,4800,1609,235,2333,7667,2333,7667,1435,4800,2867,898,0.4302,0.2301523656776263,0.6150878696956709
0.5,0,0.8660254037844386,0.25,0.7,0,10000,4930,5070,4930,5070,4266,3787,1283,664,4266,3787,4266,3787,1911,8089,1911,8089,1083,5099,1707,164,1911,8089,1911,8089,1083,5099,2990,828,0.4073,0.17518602394047234,0.5667189952904239
0.5,0,0.8660254037844386,0.25,0.8,0,10000,4930,5070,4930,5070,4299,3822,1248,631,4299,3822,4299,3822,1532,8468,1532,8468,793,5396,1824,108,1532,8468,1532,8468,793,5396,3072,739,0.3865,0.12813055420908062,0.5176240208877284
0.5,0,0.8660254037844386,0.25,0.9,0,10000,4930,5070,4930,5070,4280,3815,1255,650,4280,3815,4280,3815,1087,8913,1087,8913,389,5749,1909,48,1087,8913,1087,8913,389,5749,3164,698,0.3553,0.06337569240795048,0.3578656853725851
0.5,0,0.8660254037844386,0.25,1.0,0,10000,4930,5070,4930,5070,4298,3789,1281,632,4298,3789,4298,3789,632,9368,632,9368,0,6034,2053,0,632,9368,632,9368,0,6034,3334,632,0.3334,0.0,0.0
0.5,0,0.8602325267042626,0.26,0.0,0,10000,4930,5070,4930,5070,4215,3800,1270,715,4215,3800,4215,3800,4930,5070,4930,5070,3611,2761,1039,604,4930,5070,4930,5070,3611,2761,2309,1319,0.592,0.5666980539861896,0.7324543610547667
0.5,0,0.8602325267042626,0.26,0.1,0,10000,4930,5070,4930,5070,4254,3753,1317,676,4254,3753,4254,3753,4532,5468,4532,5468,3276,3117,1034,580,4532,5468,4532,5468,3276,3117,2351,1256,0.5627,0.5124354763022055,0.7228596646072374
0.5,0,0.8602325267042626,0.26,0.2,0,10000,4930,5070,4930,5070,4272,3810,1260,658,4272,3810,4272,3810,4038,5962,4038,5962,2898,3501,1201,482,4038,5962,4038,5962,2898,3501,2461,1140,0.5359,0.45288326300984527,0.7176820208023774
0.5,0,0.8602325267042626,0.26,0.3,0,10000,4930,5070,4930,5070,4248,3745,1325,682,4248,3745,4248,3745,3643,6357,3643,6357,2525,3734,1298,436,3643,6357,3643,6357,2525,3734,2623,1118,0.5148,0.4034190765297971,0.6931100741147406
0.5,0,0.8602325267042626,0.26,0.4,0,10000,4930,5070,4930,5070,4232,3738,1332,698,4232,3738,4232,3738,3246,6754,3246,6754,2192,4037,1385,356,3246,6754,3246,6754,2192,4037,2717,1054,0.4909,0.35190239203724516,0.6752926678989526
0.5,0,0.8602325267042626,0.26,0.5,0,10000,4930,5070,4930,5070,4242,3752,1318,688,4242,3752,4242,3752,2802,7198,2802,7198,1793,4365,1515,321,2802,7198,2802,7198,1793,4365,2833,1009,0.4626,0.29116596297499187,0.6399000713775874
0.5,0,0.8602325267042626,0.26,0.6,0,10000,4930,5070,4930,5070,4261,3762,1308,669,4261,3762,4261,3762,2371,7629,2371,7629,1451,4682,1639,251,2371,7629,2371,7629,1451,4682,2947,920,0.4398,0.2365889450513615,0.611978068325601
0.5,0,0.8602325267042626,0.26,0.7,0,10000,4930,5070,4930,5070,4256,3756,1314,674,4256,3756,4256,3756,1980,8020,1980,8020,1120,4981,1725,186,1980,8020,1980,8020,1120,4981,3039,860,0.4159,0.18357646287493853,0.5656565656565656
0.5,0,0.8602325267042626,0.26,0.8,0,10000,4930,5070,4930,5070,4229,3745,1325,701,4229,3745,4229,3745,1550,8450,1550,8450,721,5282,1843,128,1550,8450,1550,8450,721,5282,3168,829,0.3889,0.12010661335998667,0.46516129032258063
0.5,0,0.8602325267042626,0.26,0.9,0,10000,4930,5070,4930,5070,4265,3706,1364,665,4265,3706,4265,3706,1094,8906,1094,8906,376,5604,1938,53,1094,8906,1094,8906,376,5604,3302,718,0.3678,0.06287625418060201,0.3436928702010969
0.5,0,0.8602325267042626,0.26,1.0,0,10000,4930,5070,4930,5070,4218,3797,1273,712,4218,3797,4218,3797,712,9288,712,9288,0,5918,2097,0,712,9288,712,9288,0,5918,3370,712,0.337,0.0,0.0
0.5,0,0.8544003745317531,0.27,0.0,0,10000,4930,5070,4930,5070,4225,3735,1335,705,4225,3735,4225,3735,4930,5070,4930,5070,3562,2703,1032,663,4930,5070,4930,5070,3562,2703,2367,1368,0.5929,0.5685554668794892,0.7225152129817444
0.5,0,0.8544003745317531,0.27,0.1,0,10000,4930,5070,4930,5070,4224,3752,1318,706,4224,3752,4224,3752,4529,5471,4529,5471,3279,3033,1120,544,4529,5471,4529,5471,3279,3033,2438,1250,0.5717,0.5194866920152091,0.7240008831971738
0.5,0,0.8544003745317531,0.27,0.2,0,10000,4930,5070,4930,5070,4202,3666,1404,728,4202,3666,4202,3666,4073,5927,4073,5927,2843,3264,1259,502,4073,5927,4073,5927,2843,3264,2663,1230,0.5506,0.465531357458654,0.6980112938865701
0.5,0,0.8544003745317531,0.27,0.3,0,10000,4930,5070,4930,5070,4272,3700,1370,658,4272,3700,4272,3700,3636,6364,3636,6364,2544,3673,1321,434,3636,6364,3636,6364,2544,3673,2691,1092,0.5235,0.4092005790574232,0.6996699669966997
0.5,0,0.8544003745317531,0.27,0.4,0,10000,4930,5070,4930,5070,4198,3695,1375,732,4198,3695,4198,3695,3294,6706,3294,6706,2183,3911,1420,379,3294,6706,3294,6706,2183,3911,2795,1111,0.4978,0.35822120118149,0.6627200971463266
0.5,0,0.8544003745317531,0.27,0.5,0,10000,4930,5070,4930,5070,4224,3678,1392,706,4224,3678,4224,3678,2845,7155,2845,7155,1849,4222,1541,290,2845,7155,2845,7155,1849,4222,2933,996,0.4782,0.3045626750123538,0.6499121265377856
0.5,0,0.8544003745317531,0.27,0.6,0,10000,4930,5070,4930,5070,4160,3652,1418,770,4160,3652,4160,3652,2435,7565,2435,7565,1427,4535,1612,238,2435,7565,2435,7565,1427,4535,3030,1008,0.4457,0.23934921167393491,0.5860369609856263
0.5,0,0.8544003745317531,0.27,0.7,0,10000,4930,5070,4930,5070,4188,3710,1360,742,4188,3710,4188,3710,2005,7995,2005,7995,1083,4796,1839,180,2005,7995,2005,7995,1083,4796,3199,922,0.4282,0.18421500255145432,0.5401496259351621
0.5,0,0.8544003745317531,0.27,0.8,0,10000,4930,5070,4930,5070,4253,3717,1353,677,4253,3717,4253,3717,1529,8471,1529,8471,728,5224,1894,124,1529,8471,1529,8471,728,5224,3247,801,0.3975,0.12231182795698925,0.4761281883584042
0.5,0,0.8544003745317531,0.27,0.9,0,10000,4930,5070,4930,5070,4195,3747,1323,735,4195,3747,4195,3747,1156,8844,1156,8844,380,5561,1960,41,1156,8844,1156,8844,380,5561,3283,776,0.3663,0.0639622959097795,0.328719723183391
0.5,0,0.8544003745317531,0.27,1.0,0,10000,4930,5070,4930,5070,4203,3710,1360,727,4203,3710,4203,3710,727,9273,727,9273,0,5770,2143,0,727,9273,727,9273,0,5770,3503,727,0.3503,0.0,0.0
0.5,0,0.848528137423857,0.28,0.0,0,10000,4930,5070,4930,5070,4149,3599,1471,781,4149,3599,4149,3599,4930,5070,4930,5070,3487,2605,994,662,4930,5070,4930,5070,3487,2605,2465,1443,0.5952,0.5723900196979645,0.7073022312373225
0.5,0,0.848528137423857,0.28,0.1,0,10000,4930,5070,4930,5070,4151,3662,1408,779,4151,3662,4151,3662,4551,5449,4551,5449,3193,2918,1123,579,4551,5449,4551,5449,3193,2918,2531,1358,0.5724,0.5225004090983473,0.7016040430674577
0.5,0,0.848528137423857,0.28,0.2,0,10000,4930,5070,4930,5070,4189,3683,1387,741,4189,3683,4189,3683,4105,5895,4105,5895,2887,3251,1257,477,4105,5895,4105,5895,2887,3251,2644,1218,0.5531,0.4703486477680026,0.7032886723507917
0.5,0,0.848528137423857,0.28,0.3,0,10000,4930,5070,4930,5070,4199,3656,1414,731,4199,3656,4199,3656,3704,6296,3704,6296,2561,3476,1406,412,3704,6296,3704,6296,2561,3476,2820,1143,0.5381,0.42421732648666555,0.691414686825054
0.5,0,0.848528137423857,0.28,0.4,0,10000,4930,5070,4930,5070,4217,3628,1442,713,4217,3628,4217,3628,3325,6675,3325,6675,2198,3760,1473,414,3325,6675,3325,6675,2198,3760,2915,1127,0.5113,0.3689157435381,0.6610526315789473
0.5,0,0.848528137423857,0.28,0.5,0,10000,4930,5070,4930,5070,4162,3608,1462,768,4162,3608,4162,3608,2838,7162,2838,7162,1785,4132,1568,285,2838,7162,2838,7162,1785,4132,3030,1053,0.4815,0.3016731451749197,0.6289640591966174
0.5,0,0.848528137423857,0.28,0.6,0,10000,4930,5070,4930,5070,4201,3648,1422,729,4201,3648,4201,3648,2380,7620,2380,7620,1389,4502,1696,262,2380,7620,2380,7620,1389,4502,3118,991,0.4507,0.23578339840434562,0.5836134453781513
0.5,0,0.848528137423857,0.28,0.7,0,10000,4930,5070,4930,5070,4142,3651,1419,788,4142,3651,4142,3651,2044,7956,2044,7956,1079,4755,1782,177,2044,7956,2044,7956,1079,4755,3201,965,0.428,0.1849502913952691,0.5278864970645792
0.5,0,0.848528137423857,0.28,0.8,0,10000,4930,5070,4930,5070,4152,3607,1463,778,4152,3607,4152,3607,1635,8365,1635,8365,747,4978,1924,110,1635,8365,1635,8365,747,4978,3387,888,0.4134,0.13048034934497815,0.45688073394495415
0.5,0,0.848528137423857,0.28,0.9,0,10000,4930,5070,4930,5070,4222,3674,1396,708,4222,3674,4222,3674,1125,8875,1125,8875,359,5373,2106,58,1125,8875,1125,8875,359,5373,3502,766,0.3861,0.06263084438241452,0.3191111111111111
0.5,0,0.848528137423857,0.28,1.0,0,10000,4930,5070,4930,5070,4188,3644,1426,742,4188,3644,4188,3644,742,9258,742,9258,0,5595,2237,0,742,9258,742,9258,0,5595,3663,742,0.3663,0.0,0.0
0.5,0,0.8426149773176358,0.29,0.0,0,10000,4930,5070,4930,5070,4151,3611,1459,779,4151,3611,4151,3611,4930,5070,4930,5070,3504,2551,1060,647,4930,5070,4930,5070,3504,2551,2519,1426,0.6023,0.5786952931461602,0.7107505070993915
0.5,0,0.8426149773176358,0.29,0.1,0,10000,4930,5070,4930,5070,4170,3595,1475,760,4170,3595,4170,3595,4540,5460,4540,5460,3199,2922,1063,581,4540,5460,4540,5460,3199,2922,2538,1341,0.5737,0.5226270217284757,0.7046255506607929
