prevalence_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,TP2,FP2,TN2,FN2,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,Accuracy,Precision,Sensitivity
0.5,0,0.0018918717302707797,0.9999964208213562,1,0,10000,2912,7088,2037,4996,2,0,7088,2910,2,0,2,0,2910,7090,2035,4998,0,0,2,0,2910,7090,2035,4998,0,0,7090,2910,0.709,err,0.0
0.5,0,0.004545463158232579,0.9999793387646772,1,0,10000,2912,7088,2037,4996,19,0,7088,2893,19,0,12,0,2893,7107,2025,5008,0,0,19,0,2893,7107,2025,5008,0,0,7107,2893,0.7107,err,0.0
0.5,0,0.001153413384838577,0.9999986696375637,1,0,10000,2912,7088,2037,4996,7,0,7088,2905,7,0,6,0,2905,7095,2031,5002,0,0,7,0,2905,7095,2031,5002,0,0,7095,2905,0.7095,err,0.0
0.5,0,0.014659405468569068,0.9997851018313081,1,0,10000,2912,7088,2037,4996,35,1,7087,2877,35,1,23,0,2877,7123,2014,5019,0,0,36,0,2877,7123,2014,5019,0,0,7123,2877,0.7123,err,0.0
0.5,0,0.0,1.0,1,0,10000,2912,7088,2037,4996,0,0,7088,2912,0,0,0,0,2912,7088,2037,4996,0,0,0,0,2912,7088,2037,4996,0,0,7088,2912,0.7088,err,0.0
0.5,0,0.0018676997524780118,0.9999965116976346,1,0,10000,2912,7088,2037,4996,2,0,7088,2910,2,0,2,0,2910,7090,2035,4998,0,0,2,0,2910,7090,2035,4998,0,0,7090,2910,0.709,err,0.0
0.5,0,0.004138808925604474,0.9999828702606773,1,0,10000,2912,7088,2037,4996,8,0,7088,2904,8,0,3,0,2904,7096,2034,4999,0,0,8,0,2904,7096,2034,4999,0,0,7096,2904,0.7096,err,0.0
0.5,0,0.07908906979906145,0.9937449190383192,1,0,10000,2912,7088,2037,4996,248,51,7037,2664,248,51,182,36,2664,7336,1855,5178,0,2,297,0,2664,7336,1855,5178,0,2,7334,2664,0.7334,0.0,0.0
0.5,0,0.0031003463481555685,0.9999903878525215,1,0,10000,2912,7088,2037,4996,7,0,7088,2905,7,0,6,0,2905,7095,2031,5002,0,0,7,0,2905,7095,2031,5002,0,0,7095,2905,0.7095,err,0.0
0.5,0,0.0025967260805064944,0.9999932570136628,1,0,10000,2912,7088,2037,4996,12,0,7088,2900,12,0,3,0,2900,7100,2034,4999,0,0,12,0,2900,7100,2034,4999,0,0,7100,2900,0.71,err,0.0
0.5,0,0.0011833770171871154,0.9999985996188352,1,0,10000,2912,7088,2037,4996,2,0,7088,2910,2,0,2,0,2910,7090,2035,4998,0,0,2,0,2910,7090,2035,4998,0,0,7090,2910,0.709,err,0.0
0.5,0,0.0030862319379953503,0.9999904751724249,1,0,10000,2912,7088,2037,4996,12,0,7088,2900,12,0,7,0,2900,7100,2030,5003,0,0,12,0,2900,7100,2030,5003,0,0,7100,2900,0.71,err,0.0
0.5,0,0.005061739860051195,0.9999743787895892,1,0,10000,2912,7088,2037,4996,10,0,7088,2902,10,0,7,0,2902,7098,2030,5003,0,0,10,0,2902,7098,2030,5003,0,0,7098,2902,0.7098,err,0.0
