prevalence_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,TP2,FP2,TN2,FN2,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,Accuracy,Precision,Sensitivity
0.5,0,0.008994447880845517,0.9999190999073188,1,0,10000,3035,6965,2112,4912,21,0,6965,3014,21,0,11,0,3014,6986,2101,4923,0,0,21,0,3014,6986,2101,4923,0,0,6986,3014,0.6986,err,0.0
0.5,0,0.00896790542418283,0.9999195766723029,1,0,10000,3035,6965,2112,4912,35,1,6964,3000,35,1,20,1,3000,7000,2092,4932,0,0,36,0,3000,7000,2092,4932,0,0,7000,3000,0.7,err,0.0
0.5,0,0.011360650842666936,0.999870935612431,1,0,10000,3035,6965,2112,4912,25,2,6963,3010,25,2,16,2,3010,6990,2096,4928,0,0,27,0,3010,6990,2096,4928,0,0,6990,3010,0.699,err,0.0
0.5,0,0.07675226268075964,0.9941090901733837,1,0,10000,3035,6965,2112,4912,239,45,6920,2796,239,45,160,31,2796,7204,1952,5072,0,3,281,0,2796,7204,1952,5072,0,3,7201,2796,0.7201,0.0,0.0
0.5,0,0.00516350029729611,0.9999733382646798,1,0,10000,3035,6965,2112,4912,15,0,6965,3020,15,0,10,0,3020,6980,2102,4922,0,0,15,0,3020,6980,2102,4922,0,0,6980,3020,0.698,err,0.0
0.5,0,0.020768103951022698,0.9995686858582795,1,0,10000,3035,6965,2112,4912,63,4,6961,2972,63,4,43,3,2972,7028,2069,4955,0,0,67,0,2972,7028,2069,4955,0,0,7028,2972,0.7028,err,0.0
0.5,0,0.03675902900559079,0.9986487737865661,1,0,10000,3035,6965,2112,4912,114,17,6948,2921,114,17,80,12,2921,7079,2032,4992,0,1,130,0,2921,7079,2032,4992,0,1,7078,2921,0.7078,0.0,0.0
0.5,0,0.1703910631169885,0.9709668856098624,1,0,10000,3035,6965,2112,4912,502,213,6752,2533,502,213,346,152,2533,7467,1766,5258,0,20,695,0,2533,7467,1766,5258,0,20,7447,2533,0.7447,0.0,0.0
0.5,0,0.009937684740758429,0.9999012424219933,1,0,10000,3035,6965,2112,4912,34,3,6962,3001,34,3,26,3,3001,6999,2086,4938,0,0,37,0,3001,6999,2086,4938,0,0,6999,3001,0.6999,err,0.0
0.5,0,0.00805499630327114,0.9999351170345543,1,0,10000,3035,6965,2112,4912,27,1,6964,3008,27,1,21,1,3008,6992,2091,4933,0,0,28,0,3008,6992,2091,4933,0,0,6992,3008,0.6992,err,0.0
0.5,0,0.4190729873802033,0.8243778312482319,1,0,10000,3035,6965,2112,4912,1319,1210,5755,1716,1319,1210,912,859,1716,8284,1200,5824,0,428,2101,0,1716,8284,1200,5824,0,428,7856,1716,0.7856,0.0,0.0
0.5,0,0.012047114662157517,0.9998548670283168,1,0,10000,3035,6965,2112,4912,31,1,6964,3004,31,1,22,0,3004,6996,2090,4934,0,0,32,0,3004,6996,2090,4934,0,0,6996,3004,0.6996,err,0.0
0.5,0,0.030066494534150695,0.9990960059064279,1,0,10000,3035,6965,2112,4912,89,10,6955,2946,89,10,67,5,2946,7054,2045,4979,0,0,99,0,2946,7054,2045,4979,0,0,7054,2946,0.7054,err,0.0
0.5,0,0.008718798066672088,0.9999239825602726,1,0,10000,3035,6965,2112,4912,26,0,6965,3009,26,0,18,0,3009,6991,2094,4930,0,0,26,0,3009,6991,2094,4930,0,0,6991,3009,0.6991,err,0.0
0.5,0,0.039390941456040725,0.9984483537312068,1,0,10000,3035,6965,2112,4912,128,11,6954,2907,128,11,96,10,2907,7093,2016,5008,0,0,139,0,2907,7093,2016,5008,0,0,7093,2907,0.7093,err,0.0
0.5,0,0.0077918532729912,0.9999392870225722,1,0,10000,3035,6965,2112,4912,24,0,6965,3011,24,0,16,0,3011,6989,2096,4928,0,0,24,0,3011,6989,2096,4928,0,0,6989,3011,0.6989,err,0.0
0.5,0,0.016868575855923686,0.999715451148593,1,0,10000,3035,6965,2112,4912,56,2,6963,2979,56,2,38,2,2979,7021,2074,4950,0,0,58,0,2979,7021,2074,4950,0,0,7021,2979,0.7021,err,0.0
0.5,0,0.003056877362781111,0.9999906555007889,1,0,10000,3035,6965,2112,4912,10,0,6965,3025,10,0,7,0,3025,6975,2105,4919,0,0,10,0,3025,6975,2105,4919,0,0,6975,3025,0.6975,err,0.0
0.5,0,0.05017648235296177,0.9974823206186829,1,0,10000,3035,6965,2112,4912,172,18,6947,2863,172,18,122,15,2863,7137,1990,5034,0,0,190,0,2863,7137,1990,5034,0,0,7137,2863,0.7137,err,0.0
0.5,0,0.019417498228588667,0.9996229607625428,1,0,10000,3035,6965,2112,4912,58,3,6962,2977,58,3,39,3,2977,7023,2073,4951,0,0,61,0,2977,7023,2073,4951,0,0,7023,2977,0.7023,err,0.0
0.5,0,0.060956605341420694,0.9962842922652503,1,0,10000,3035,6965,2112,4912,171,27,6938,2864,171,27,114,17,2864,7136,1998,5026,0,0,198,0,2864,7136,1998,5026,0,0,7136,2864,0.7136,err,0.0
0.5,0,0.0033667878506176783,0.9999886647395689,1,0,10000,3035,6965,2112,4912,16,0,6965,3019,16,0,14,0,3019,6981,2098,4926,0,0,16,0,3019,6981,2098,4926,0,0,6981,3019,0.6981,err,0.0
0.5,0,0.004381190678184024,0.9999808051682414,1,0,10000,3035,6965,2112,4912,9,0,6965,3026,9,0,6,0,3026,6974,2106,4918,0,0,9,0,3026,6974,2106,4918,0,0,6974,3026,0.6974,err,0.0
0.5,0,0.026233753616800668,0.999311790171173,1,0,10000,3035,6965,2112,4912,74,8,6957,2961,74,8,50,5,2961,7039,2062,4962,0,1,81,0,2961,7039,2062,4962,0,1,7038,2961,0.7038,0.0,0.0
0.5,0,0.008410260391827207,0.9999292675201417,1,0,10000,3035,6965,2112,4912,31,0,6965,3004,31,0,21,0,3004,6996,2091,4933,0,0,31,0,3004,6996,2091,4933,0,0,6996,3004,0.6996,err,0.0
0.5,0,0.005487336156694419,0.9999698891419034,1,0,10000,3035,6965,2112,4912,9,0,6965,3026,9,0,5,0,3026,6974,2107,4917,0,0,9,0,3026,6974,2107,4917,0,0,6974,3026,0.6974,err,0.0
0.5,0,0.010833673066328032,0.9998826315278919,1,0,10000,3035,6965,2112,4912,34,0,6965,3001,34,0,22,0,3001,6999,2090,4934,0,0,34,0,3001,6999,2090,4934,0,0,6999,3001,0.6999,err,0.0
0.5,0,0.011533284818487517,0.9998669833412956,1,0,10000,3035,6965,2112,4912,32,0,6965,3003,32,0,23,0,3003,6997,2089,4935,0,0,32,0,3003,6997,2089,4935,0,0,6997,3003,0.6997,err,0.0
0.5,0,0.0280733793534741,0.9992118853716759,1,0,10000,3035,6965,2112,4912,91,3,6962,2944,91,3,67,1,2944,7056,2045,4979,0,0,94,0,2944,7056,2045,4979,0,0,7056,2944,0.7056,err,0.0
0.5,0,0.07441806799351575,0.9944619511561125,1,0,10000,3035,6965,2112,4912,226,40,6925,2809,226,40,139,27,2809,7191,1973,5051,0,0,266,0,2809,7191,1973,5051,0,0,7191,2809,0.7191,err,0.0
0.5,0,0.003982202290228233,0.9999841420649197,1,0,10000,3035,6965,2112,4912,16,0,6965,3019,16,0,13,0,3019,6981,2099,4925,0,0,16,0,3019,6981,2099,4925,0,0,6981,3019,0.6981,err,0.0
0.5,0,0.003915054150969793,0.999984672350995,1,0,10000,3035,6965,2112,4912,12,0,6965,3023,12,0,6,0,3023,6977,2106,4918,0,0,12,0,3023,6977,2106,4918,0,0,6977,3023,0.6977,err,0.0
0.5,0,0.008977185081131753,0.9999194101480191,1,0,10000,3035,6965,2112,4912,31,2,6963,3004,31,2,21,2,3004,6996,2091,4933,0,0,33,0,3004,6996,2091,4933,0,0,6996,3004,0.6996,err,0.0
0.5,0,0.019546158889613367,0.999617947672662,1,0,10000,3035,6965,2112,4912,74,3,6962,2961,74,3,57,1,2961,7039,2055,4969,0,0,77,0,2961,7039,2055,4969,0,0,7039,2961,0.7039,err,0.0
0.5,0,0.01891722969342673,0.9996421384207261,1,0,10000,3035,6965,2112,4912,55,1,6964,2980,55,1,38,1,2980,7020,2074,4950,0,0,56,0,2980,7020,2074,4950,0,0,7020,2980,0.702,err,0.0
0.5,0,0.0071270426823938976,0.9999492052626033,1,0,10000,3035,6965,2112,4912,19,0,6965,3016,19,0,11,0,3016,6984,2101,4923,0,0,19,0,3016,6984,2101,4923,0,0,6984,3016,0.6984,err,0.0
0.5,0,0.003984398608168472,0.9999841245677312,1,0,10000,3035,6965,2112,4912,10,0,6965,3025,10,0,9,0,3025,6975,2103,4921,0,0,10,0,3025,6975,2103,4921,0,0,6975,3025,0.6975,err,0.0
0.5,0,0.004188953655477809,0.9999824526672723,1,0,10000,3035,6965,2112,4912,10,0,6965,3025,10,0,6,0,3025,6975,2106,4918,0,0,10,0,3025,6975,2106,4918,0,0,6975,3025,0.6975,err,0.0
0.5,0,0.006150627341229663,0.9999621697833093,1,0,10000,3035,6965,2112,4912,15,1,6964,3020,15,1,12,0,3020,6980,2100,4924,0,0,16,0,3020,6980,2100,4924,0,0,6980,3020,0.698,err,0.0
